id,komen
526,beautiful bali leave speechless amazing day explore tropical landscape speak beautiful people inside learn balinese culture culture base love family environment god trip make want pack bag return trip make particularly special wonderful tour guide wayan highly recommend explore bali intrepid regret
527,fantastic debate whether tour go variety activites tour guide knowledgable local guide learn lot bali enjoy lot sight see include snorkel cycle tour volcano sunset hike eat local balinese food much good value money
528,beautiful bali excellent tour little adventure every day excellent accommodation guide informative must
529,tour bali perfect mix culture adventure relaxation andy exceptional leader want resort come bali highly recommend tour
530,beautiful bali incredible active trip jampack fun excite adventure tour guide andy incredible supportive throughout trip highly recommend good amount physical fitness seek personal encounter bali people
531,excellent trip round balis magical site mt batur sunrise beautiful temple lovely bike ride snorkelling keep u active afternoon nice free sometimes u explore relax accommodation good local people lovely friendly food excellent bali
532,holiday life time
533,trip good mix activity give u deep insight local way life
534,see review lombok trip necessary may correct spell grammatical mistake
535,trip give taste bali cultural beach activity
536,bali land offer receive plenty tour offer genuine insight balinese culture people environment access kuta beach resort guide ari ensure fabulous time keen sense humour consideration wellbeing advice sensitive cold noise would request extra blanket use earplugs accommodation near mt batur sunrise hike spectacular though much challenge little sleep
537,amazing time beautiful bali experience great way see highlight island whilst meet lovely group people expert guide take hassle everything brilliant show u balinese culture would highly recommend
538,year since last trip bali want experience part bali rather sit beach old tour group get well enjoyed activity leader great give u insight balinese life
539,trip provide absolute delight tour guide take care almost everything right amount free time either rest explore local area recommend high try
540,first time tour would wholeheartedly recommend anyone leader wealth knowledge bali local guide meet along way learn far would do travel alone mt batur climb snorkelling particular highlight incredible time meet amazing people group trip forget soon
541,fantastic way see bali first experience highlight reel many local area truly enjoy experience meeting local gain insight authentic balinese culture tour guide helpful friendly go way make everyone trip enjoyable diverse group people age tour fun passionate travel great way meet people across globe highlight snorkelling menjangan island mt batur climb visit global village kafe incredible meal cook local woman mostly beautiful balinese people friendship make trip
542,one best experience life would fully recommend anyone
543,fantastic trip first intrepid book need consider whether book supportive local guide great taste balinese culture
544,highly recommend attend solo traveler amaze trip excellent guide guna group include woman age au nz u canada one guy appreciate mix culture natureactivity bike hike snorkel value intrepid take road less travelled provide authentic experience traveler accommodation clean comfortable five star trip love
545,bali truely beautiful guide guna make sure amazing trip arrival meet final day trip show real bali away tourist crowd see balinese live
546,fantastic tour cover range area activity often beat track take beautiful place give real insight culture bali great use local guide full fun itinerary mount batur climb snorkelling real highlight wayan fantastic enthusiastic guide superb group make tour fun
547,fast paced itinerary lot pack feel like away two week definitely good level fitness need volcano climb six hotel outstanding extra night ubud recommend leader ida driver burgess amaze always u fantastic group people best time
548,first guide tour many year solo travel glad chose intrepid tour leader amaze learnt much beautiful island people bali travelled great group people never forget thank intrepid last trip
549,highly recommend trip want authentic experience balinese culture great host trip great want outdoors little adventure beat path felt safe care entire time make great friend world tour group
550,bali beautiful balinese people happy friendly welcome helpful lovely relax place holiday
551,trip truly transformative grateful guide wayan incredible group people group learn lot experience ton short amount time balis culture special itinerary great job capture essence also mt batur view breathtaking highly recommend
552,beautiful bali great trip perfect insight local life bali culture guide wayan amaze make group feel like little family day highly recommend
553,intrepid wayan balinese guide ensure fabulous time would love
554,beautiful bali amaze trip much see adventure pack day mt batur highlight get quick breakfast walk mountain snorkelling great fun bike ride activity even time massage brilliant tantan guide brilliant also love
555,wonderful trip refresh experience real bali balinese people happy see u welcome u home villages highlight snorkelling kecak dance performance visit local village untouched tourism friendliness people tantan wonderful guide wealth local knowlege care attentive go beyond ensure memorable trip fabulous group adventurous open mind traveller accomodation food great well expect highly recommend trip like adventure authentic experience
556,thoroughly enjoy intrepid trip firsttime solo travel trip little anxious first part group lead great tour guide make feel completely ease fantastic way see many part bali place virtually public transport drive place place great guide make thing really smooth really impressed range activity include felt like lot pack day would definitely recommend trip solo traveller
557,great trip good value money well organised trip leader excellent book process straight forward
558,beautiful bali amaze tour provide immersive experience balinese culture history blend breathtaking scenery
559,amaze tour felt like saw real bali accomodation excellent budget activity fantastic great mixture cultural nature adventure wira guide wonderful amazing time
560,would highly recommend trip take place experienced activity would able way tour guide wira incredibly knowledgable kind hardworking felt restaurant activity really well research good feel tourist dollar contribute positively economy badly impact covid restriction
561,wife happy tour well organize guide excellent group nice friendly tour pleasant mixture sightsee relaxation physical activity manage get balance overview bali sea hill enjoy every minute tour highly recommended people prefer look around bali rather relax beach
562,fantastic trip get see part bali learn experience local tradition take part great activity leader guna incredible knowledgeable helpful approachable help make best use time able assist anytime day keep u safe
563,beautiful bali well organise make even well excellent local guide gunar activity really excellent challenge mt batur hike reasonable level fitness everyone manage many great experience pack trip e book balinese massage two occasion love fellow traveller white water raft great experience
564,thoroughly enjoy beautiful bali tour go incredible location guide srix lovely fantastic people meet along way amaze love visit place otherwise would know
565,trip beyond expectation intinerary full still comfortable pace yan guide outstanding infectious laugh sense humor enthusiasm make trip even enjoyable trip equipement recommendation equipment suggest hike mountain among thing accurate activity accommodation beyond expectation expect midlevel hotel exceed trip especially like company ethical include activity harmful environment animal also include stop help community stop nonprofit global kafe lunch excellent wonderful time thank yan intrepid make vacation bali unforgettable amazing
566,fantastic guide well organised get true bali experience
567,beautiful bali amaze tour good balance activity free time include activity amaze snorkelling hike sunrise go local lovina home wonderful home cook meal yan fantastic guide vibrant spirit willing go beyond help u responsive approachable also help bali suggestion stay trip conclude highly recommend tour active traveller want experience bali yan tour guide fantastic trip
568,amaze trip throughly organise much fun learnt much bali day thanks wonderful tour guide yan
569,bali wonderful lucky great group friendly traveler group yan great guide
570,intrepid tour around bali incredible whole tour well organise take pressure organise trip away tour guide yan lovely approachable knowledgeable live bali whole life would recommend
571,think experience good overall would recommend beautiful bali trip friends bali wonderful place good tour guide even well best group leader make trip one remember
572,absolutely amazing experience felt fully immerse balinese culture tini team leader take great care u go beyond u fantastic time enthusiasm dedication kind nature inspire admire tinis leadership organise handle unexpected situation attentiveness professionalism highlight include beautiful sunrise top mt batur best snorkelling experience ever swim turtle surf first time share wonderful memory likeminded people delicious food every day
573,tini tour leader great extremely helpful caithlin leo
574,fabulous time trip go solo female traveler felt safe really enjoy group mixed solo traveler couple family age get along lovely time lifelong friend wayan fantastic job ensure everyone group enjoy take care gem tour leader great tour really immerse self beautiful balinese culture
575,wow amaze fun pack activity day lucky enough get wayan tour leader disappoint would definitely recommend sense adventure want experience beautiful bali offer
576,thank intrepid tini unforgettable trip beautiful bali experience culture food really amazing wait come back explore bali offer
577,trip awesome wayan sudiana talented leader
578,wonderful trip cry departure care knowledgeable guide beautiful group fun activity
579,thoroughly enjoy first experience beautiful bali wayan sudiana ceo showcased much knowledge passion enthusiasm share beautiful country u bali amaze destination definitely consider visit
580,wayan fantastic tour guide take u many place would otherwise see
581,trip bit everything perfect way see bali stun scenery rich culture delicious food put show well incredible hospitality balinese people wira tour leader engage confident best interest heart time
582,family teenager thoroughly enjoy trip overly fit manage downhill cycle really downhill loved activity beautiful location hotel amaze food spicy love banana leaf lunch snorkel offer make highlight rice field joy see tradition culture fascinate see learn journey uk long worth highly recommend
583,great trip great selection activity need place visit learn lots culture great food awesome tour guide
584,bali join intrepid tour experience round great way see bali destination
585,overall amazing experience first real bali trip tour leader wayan organise make real positive experience rest group
586,highly recommend intepid beautiful bali tour inclusion destination perfect accomodation fantastic overall lovely insight local balinese culture team leader driver amaze bali convert back favour take trip disappoint
587,beautiful bali really perfect snapshot bali first time bali really love tour include everyone diverse group fantastic time exceptional guidance tour leader tini want comprehensive tour bali do
588,amaze tour tini guide fully part teamgroup absolutely make trip brought team together put smile everyone face take care u like mother group obvious passionate culture job really show without way id great time one morning day happy smile give interest bit information local generally go beyond every opportunity know lucky
589,beautiful bali fantastic way experience country way australian often get great connect culturally spiritually country sunrise hike snorkelling absolute highlight id recommend trip anyone
590,trip definitely worthwhile local perspective fabulous rural area bali able visit experience tour guide absolute legend whose expertise humour wit make trip fun snorkelling hike although odyssey rice field trek amazing experience make incredibly special tour guide welcome travel group bali solo travel would highly recommend
591,variety activity trip well balance felt like experience much would never travel gunastra guntang guide really make trip u full interest knowledge always great help advise go always prepare go beyond group also help u make plan trip would highly recommend bali trip gunastra anyone want see real bali
592,experience bali like beautiful bali take u less know place countryside allow u see side bali often see leave bali enrich wonderful experience feel relax spiritually connect
593,intrepid provide u best tour leader name nova simply best ever experience look forward nova future tour guide thank intrepid
594,wira legend mate suksma
595,great trip everything organise well tour guide wira amaze
596,highly recommend activity perfect mix relaxation culture religion sight see hard pick favourite moment trip snorkelling incredible coral reef climb mt batur experience traditional dance make bless local family bike ride around ubud walk local village activity exceed expectation real bali away hustle bustle city beautiful people food countryside
597,excellent tour despite postpandemic complication realworld meaningful experience
598,excellent trip like active explore place tourist likely go trip learn alot balinese culture importance hindu religion daily live activity lead local guide good knowledge subject place hand trip pretty much cover bali intensely packed thing day would recommend tour
599,trip allow u see authentic bali enjoy meet local guide see village life bali love town lovina hotel favorite sunrise hike mt batur magical worth early rise bed guide knowledgeable organize make week go smoothly
600,book day depart go expectation guide ni wayan tini exceptional tini amaze human honest heart help nature responsive issue come found good place eat vegetarian make sure dietary need take care ofand fun find u yoga teacher private lesson great knowledge local culture custom happy time great attitude towards life laugh lot together group trip group diverse everyone get along well become good friend end trip seriously amaze bunch travel last night trip guide take u live music blast dance local guide every location speak fluent english knowledgeable snorkel guide help learn free dive guide batur trip wayan help throughout route get onto mountain bad knee take u local farm go really enjoy camaraderie positive vibe balinese people lead simple yet happy life learn much attitude towards life amaze trip thank intrepid highly recommend solo traveler particularly woman scar travel alone
601,please see facebook page vijay naidoo write travel blog day ask tini point
602,dream visit uniquely beautiful island many year finally able recently trip amaze incredible time go place outside typical tourist destination spot beaten path major highlight challenge summit mount batur early morning watch sunrise bucket list item complete runner yoga teacher love athletics also adore get immersed nature aweinspiring additionally super experience snorkelling bali sea take part lovely spiritual ritual walk around market browse small shop city stay spend leisurely time beach connect awesome likeminded people journey tour guide abraham friendly attentive fun make trip relaxed safe easygoing one best vacation ever grateful
603,first trip intrepid last exceeded expectation keep great work
604,excellent way see real bali bless great activity excellent tour guide wira
605,excellent trip intrepid well organised give true cultural experience bali would highly recommend
606,beautiful bali beach mountains back againsuch amazing experience perfect tour guide
607,know else could say already say
608,beautiful bali trip lifetime would recommend anyone leader wayan group friends life heart grateful experience intrepid
609,incredible trip day great mix culture tourism activity saw beautiful side bali thanks tour leader wayan make feel like family comfortable day strongly recommend trip anyone consider visit bali
610,year visit bali trip show aspect bali balinese culture hide behind veil tourist bali experience good really feel connected family village remote area bali well conquer physical challenge like climb volcano pre dawn darkness
611,could recommend trip anyone get see bali side tourist engage local people culture food activity people meet tour leader amazing
612,bali amaze island visit trip give good knowledge vies highlight island recommend bali traveller look relax trip
613,trip well organise first night meet felt comfortable travel alone group leader wayan one nice people he helpful whole trip could fault anything wanted trip since covid keep get cancel finally get come indonesian meet amaxing people experience thing could never imagine worth thank intrepid thank wayan everything
614,fanatstic trip would highly recommend travel solo make friend life sit tour amaze eye open thing id say volcanomountain hard think
615,bali favourite asian destination far come australia food accommodation cheap bali people super friendly holiday like king relatively cheap price pool club seminak forest retreat ubud
616,amaze experience make learn much local culture see thing would normally see make even incredible wayan group leader
617,review
618,recommend intrepid enough customer service begin time book continue get home thank
619,super trip lombok bit offthebeaten track bali beautiful guide rona infectiously enthusiastic helpful
620,bali lombok adventure interest trip hotel good like snorkel best swimming turtle gili air highlight komang bali rona lombok good fun leader
621,incredible authentic trip lombok gili air thanks amaze tour leader rona discover rural local community snorkelling white sand paradise islands turtle
622,explore lombok great trip beautiful scenery far less tourists bali lovely people snorkelling particularly great head indonesia excellent itinerary add relax time bali
623,trip hotel guide activity well organize excellent price service ratio enjoy meet new people different country importance intrepit give economy cultural way life different village visit
624,interepid trip lombok totally immerse u local people culture geography beautiful island activity active accommodation adequate great trip
625,amazing trip mixed age group everyone great time option want experience achieve would use intrepid
626,great tour great location amaze tour guide proud country passionate job keen share knowledge fault trip great experience always remember
627,excellent trip immersive local tradition culture lombok highlight invite kidnap wed tetebatu follow welcome sasak people give u even procession community hall sit top table treat wonderful dance fire dance pool food delicious quite humble experience warm welcome sasak people wed welcome ceremony
628,lombok trip must experience trip unique special would extremely difficult yo find anywhere else
629,lombok undiscovered treasure deserve explore look indonesia beyond hustle bustle bali explore warmth people local culture lombok snorkelling definite highlight turtle beautiful
630,amaze trip local guide passionate inform local community saw many thing usually hide tourist amazing time
631,trip amaze saw experienced much island culture country side highly recommend
632,best break lombok wonderful guide andy truely stunning country swim turtle traditional wedding waterfall forget mosquito spray
633,fun trip full adventure activity amaze food local culture day snorkelling reef follow seafood bbq dinner highlight trip guide andy excellent group much fun highly recommend trip
634,great trip good experience
635,trip simply amazing village local people prove lombok experience need guide amaze lucky go guna enjoy much
636,trip good perfect want experience cultural learn local tradition religion place visit nice guna amazing always take care worry everything go well know everyone culture give u good class
637,able explore side indonesia never would able snorkel nature food great highlight leader yan make trip even well
638,cool trip mix authentic touristic acitivities
639,love lombok experience trip give opportunity explore history culture lombok way would never accessible traveled explored remote beautiful place meet many local people accommodation simple exactly need trip highlight snorkel see turtle tour guide rona friendly enthusiastic professional recommend trip
640,highly recommend trip lombok much offer guide awesome make experience fun active interesting culturally insightful great way dig deeper lifestyle lombok gain well understanding local guide
641,special trip great opportunity get close view local culture partake glorious natural beauty country hike snorkel great fun food view spectacular
642,great way really see appreciate lombak gili air
643,wow trip lifetime visit lombok travel island experience highly recommend group leader yan knowledgeable make trip special
644,tan guide lombok exceptional make trip special highly organised kind care fabulous sense humour superb trip love every minute
645,wayan great leader make lombok experience special
646,heard intrepid good tour company disappoint
647,great time trip every trip intrepid past
648,guna wayan fabulous group leader make itinerary specific tour wonderful highlight trip definitely gili air recommend try stay additional day two explore
649,would highly recommend discover lombok trip exactly hop would good mix cultural experience activity relaxation accomodation expect star location star guna trip leader amaze constantly feed u information insight bali lombok culture check u regularly ensure happy encourage u along way ensure get trip travel alone group diverse bunch people get along great sad say good bye lombok family end trip look trip slow pace cultural experience trip perfect second intrepid trip last
650,tour rush saw learn lot lombok nice beach less tourist bali food excellent accommodation clean comfortable stay extra day gili air really tourist destination disappoint fine want chill tourist happy recommend tour described
651,go visit bali go indonesia absolutely miss real treat go visit lombok island east trip yarn intrepid amazingly fun trip best time get amazing snorkeling
652,love lombok tour first time ever do group trip thoroughly enjoy experience learnt much people culture beautiful island already think next travel intrepid
653,lombok really hidden gem great time tour see typical rice field hike hidden waterfall snorkel along coastline gili island
654,leader spicy tour leader felt like family incredible knowledge great communication skill group organise whole trip want tour different island bali lombok go beaten track depth culture relgion
655,amaze experience tour lombok gili air learn much culture local people visit stunning location indulge local cuisine guide fellow traveller make experience one never forget
656,excellent tour first definitely last intrepid leader yan create safe welcoming atmosphere continue whole trip excellent destination transport food company
657,great great balance learning culture history country time relax beach group leader yan definitely recommend allways look group ask really leader make trip come together smoothly u
658,spicey amaze tour guide lot fun care also organize professional loved lombok great destination definitely go back furure
659,fantastic trip visit amazing place saw much swam turtle walk waterfall interacted local great trip
660,high expectation place stay bed rock blanket sheet bug everywhere high expectation sight see people meet though
661,love lombok come trip follow beautiful bali lombok favourite part whole two week experience cultural experience tour provide something would never able source plus end chilled day gili air perfectly round adventurous journey trip leader andy swandy give u true local experience group thoroughly enjoy one anothers company
662,th trip intrepid disappoint seek island paradise away hustle bustle bali definitely visit lombok
663,trip nothing short amaze thoroughly recommend great destination great experience great sense adventure great comradeship throughout guide fantastic
664,fantastic short tour amazing country yan best tour leader
665,fantastic trip around lombok wild authentic vibe compare bali felt beaten track exactly look would highly recommend visit lombok part indonesia trip
666,wonderful lombok day trip many different experience mountain area waterfall agriculture village industry family home snorkelling remote island fun care enthusiastic leader andy share much local insight make extra special
667,guide abe great friendly organise informative go place never would go thoroughly enjoy guide along way awesome accommodation basic side still comfortable
668,discover lombok second half bali trip disappoint lombok think think bali snorkel incredible tour leader yan knowledgeable approachable hilarious would recommend bali lombok pick one lombok would choose
669,like culture bali without traffic chaos westernisation go love lombok trip offer opportunity take big clean breath everything amaze part world let u enjoy island life gilli air surround turtle coral reef soak spectacular sunset memory last forever
670,great value great food great serviceyou great time
671,great overview lombok island
672,trip brilliant u immensely culture nature guide fidel make trip u brilliant couple inclusion would make even well get gili air overall great experience thank fidel
673,overall lombok discovery trip amazing cultural experience thanks talented informative humble tour guide fidel yuwono thank enough time lombok
674,stay away lombok unless like woken people chant guide take endlessly religion
675,one best trip go family member get make amazing memory guide maman huge reason memorable trip recommend
676,great trip love explore lombok guide yan excellent snorkelling waterfall real highlight
677,andy amazing job pick hotel back sore slept night hotel basic would send bad enemy sleep
678,trip really enjoyable think travel indonesia bali id recommend trip snorkel really beautiful location amaze tour leader fidel look u really well thanks great travel experience
679,trip soul fidel take care worry travel able relax enjoy fantastic company learn new part wonderful planet thank intrepid ill back
680,lifeenriching cultural experience beautiful lombok perfectly showcased indonesian life authentic way provide win combination countryside living seclude snorkelling spot turtlespotting idyllic gili air best way end trip
681,good trip first time visitor bali guna fantastic guide informative place visit
682,exceptional trip provide great mix understanding culture explore crystal clear water thank leader yan make memorable
683,go write already experienced form timing already would like public review please email shall submit via email
684,discover lombok fabulous tour fascinate island overrun tourists local guide ell great lombok knowledgelocal insight amaze really add trip quiet east coast stun highly recommend trip
685,many way trip could improve especially intrepid use leader want good job
686,take first group trip intrepid week ago dream visit far east remote location take plunge risk sign beyond impressed every inch experience group leader guide help u local activity accommodation travel one must open mind different culture environment one use daily reminder courteous kind others group locals life time experience would love another one also realize reality great reminder must keep fit healthy order go long distance remote trip like one experience
687,wonderful time tour leader fabulous share local knowledge beautiful island many amazing thing see experience would highly recommend tour
688,little nervous expect trip first group event blow away everything could dream good experience lombok amazing intprepid surpass expectation
689,much slow paced trip beautiful bali fine happy downtime lombok incomparison underdevelop food fabulous travel solo able arrange room day lovely highlight definitely snorkel gili local village leader mochi exceptional best group people ever
690,great trip great new friend guide mochi excellent fit group make whole trip much fun first trip company sure last intrepid great company want put much think plan everything
691,first trip intrepid last love small group size local experience fun educational
692,look intrepid trip cultural exchange trip offer little compare many trip take intrepid
693,tour leader ell jielly fantastic create welcome environment u go way make sure fun feel good generous share story connection u please make new friend ell tour great wonderful see another side indonesia away hustle bustle bali trip remember fondly forever
694,travel around bali lombok intrepid easily best experience life thoroughly enjoy every minute able learn much indonesian culture enjoy many lifetime experience would never able travel alone friend furthermore felt incredibly fulfil able support local community project lead intrepid team actually make change people live recommend enough
695,discover lombok amaze tour one would highly recommend others great mix cultural activity delicious food snorkelling explore highlight definitely waterfall swim snorkelling day tour guide mochi amazing every day greet u smile organise helpful assist book thing meet incredible people feel become lifelong friend wait next intrepid trip
696,bali lombok tour amaze see unique culture islands wed procession fire dance amazing activity like snorkelling hike
697,best trip many wife everything plan organized time spend u figure travel accommodation meal able see much bali lombok gili air learn much people culture excursion world class guide help make trip unforgettable
698,trip pretty nice lot exercise walk waterfall mainly step like long staircase food amaze gili island snorkel great gili air relax small island nice beach guide palguna great recommend someone want go enjoy good indonesian food relax
699,bali trip absolutely worth money great activity great leader nice rice terrace beachlife lovina fantastic hike mount batur touristy ubud book lombok adventure less activity lombok chilly trip lomboks nature less touristy also worth make sure book additional day one gilis chill end trip
700,absolutely love first intrepid trip tour guide wayan fantastic experienced saw country would another tour lot local guide local knowledge fantastic place meet great people within group recommend
701,lombok trip fantastic spending time village learn local culture adventure snorkelling coral reef recommend highly
702,intrepid experience delivers authentic journey another country culture knowledgeable guide tour
703,great trip round highly recommend
704,travel friendly group people around world contribute excellent trip fidel leader fantastic work hard overcome challenge ensure whole group memorable experience
705,discover lombok great trip get experience local culture ate amaze food view stunning scenery waterfall hike rice terrace trek snorkelling amazing gili air end perfect day relax head home srix trip leader incredibly kind welcome accommodate knowledgeable highly recommend trip
706,srix fantastic really helpful professional
707,fun interest tour great guide
708,best trip ever travel leader best activity trip bit exhaust incredibly worth meeting local learn tradition lifestyle amaze would recommend trip friend
709,great well balanced trip provide great diversity activity still allow flexibility group leader simply best every due knowledge experience fantastic fun fill trip highly recommend trip
710,great trip able escape hustle bustle bali activity wellplanned guide friendly helpful
711,another great trip intrepid visit lombok first time highlight include see local live worked weaving village also traditional sasak community guide yan also generously invite u break fast dinner family ramadan experience could never achieve travel accommodation far exceed expectation actually luxurious part downfall tour group small two third already travel bali together bit hard break dynamic get welcome dinner break ice first night farewell bali dinner id suggest extra night sanur bali tour leave say goodbye fresh start new group next night pretty disappointing start holiday without welcome dinner aside highly recommend tour
712,really enjoy holiday appreciate variety experience contrast busy bali relax lombok love snorkel stay sibetan village many thanks tour leader srix great organisation help enthusiasm
713,lucky travel different trip intrepideach one different way equally enjoyable intrepid guide provide memorable experience travel guest insight local culture community help promote diversity also trip bloody good fun
714,go intrepid fun informative trip comfort safety mind leader excellent sure leader felt traveller always think first please give try fun
715,lombok intrepid marvellous experience solo traveller offer load local activity often difficult organize one person trip cover mid north part lombok make way counter clockwise around majestic volcano rinjani muslim culture call prayer woman work weave pottery rice production along creative food option highlight well worth add find indosnesia
716,lombok hidden gem highly recommend intrepid trip truly beaten path interest contrast bali guide wayan wonderful obviously value love local miss
717,complete lombok tour great time guide andy would recommend trip highlight also finish gili air love lombok gili isle well worth come experience lombok way life
718,discover lombok excellent trip great itinerary fill physical activity relaxation cultural immersion highly recommend
719,lombok island next bali visiting much
720,discover lombok lay back cruisy trip lombok day interest activity transport accommodation good enjoy travel traveller group tour leader corina aritona excellent ill probably return lombok point good see becomes overdeveloped tourist
721,bali lombok first intrepid trip amaze nice mix activity learn way live bali lombok explain excellent enthousiastic local guide accomodations comfortable clean surround stunning view pleasure lovely people group mix age guide excellent tourleader corry aritona indonesia stole heart defintely come back explore island likely intrepid
722,trip absolutely incredible perfect match local culture nature hike waterfall feeling fresh water something ill never forget
723,urs recommend trip take good hand everything eas amazing unforgettable
724,travel intrepid many time like use local guide commitment local culture custom local people
725,best way possibly get around really worth money love experience year old meet super cute local feel genuinely happy
726,excellent trip tantan guide wonderful ensure best experience long last memory beautiful beach amaze scenery snorkelling turtle spend time local even experience traditional lombok wedding highly recommend authentic trip
727,fantastic experience learnt much get opportunity explore beautiful part world meet amazing people along way
728,enjoy trip emensly look forward another trip wayan sudiana
729,perfect mix education adventure lead knowledgeable leader nova ill talk trip many year
730,lombok tour worthwhile enjoyable itinerary good balance activity sight see relaxation lombok touristy bali make different enjoyable experience
731,bali intrepid tour enjoy lot keen go lombok tour well paced fun informative interesting trip well lead maman good food snorkelling waterfall beach traditional village tour enjoyable hike picturesque rice plantation
732,communication admin support shock intrepid leader wing support company whatsoever everything group luckily good
733,fantastic trip start finish excellent way view authentic indonesia without tourist great activity stun scenery throughout highly recommend
734,trip one memorable trip knowledgeable helpful guide amaze group authentic experience friendliness local contribute happen birthday trip touch organize fabulous way thank intrepid
735,lombok destination everyone travel list would recommend trip anyone
736,intrepid respond email wait two three hour get hold phoning shock appal service
737,lombok truly beautiful place wonderful people great culture fantastic time trip snorkelling especially feel lucky do wonderful group people sign trip leader yan consider trip id highly recommend booking
738,thoroughly enjoy trip abraham fantastic guide complete itinerary would impossible book highlight snorkelling rice field local lombok wed would highly recommend trip thanks abraham
739,trip whole one best experience ever meet lovely people brilliant leader see beautiful place highly recommend trip anyone solo traveller know expect learnt lot trip thank much interpid wayan one best experience
740,lombok additional trip bali well worth another religion cultural thing fish snorkel gili island well night life moment tourism pick island ram
741,review
742,great trip beat track indonesian trip exactly want hike see orangutan amaze although good level fitness need humid surprising highlight samisor island tour local guide fab
743,love nature wildlife trip lucky see six orangutan two adult male two mom playful kid swing tree separate part jungle also saw three variety monkey many tropical jungle creatures great hike volcano summit leader guide local guide excellent give u great insight local culture great chance try delicious regional food tropical fruit juice
744,great trip jungle saw plenty gibbon orangutan animal include fly lizard volcano hike beautiful atmospheric excellent guide dewi friendly atmosphere trip food cost c per meal include
745,incredible experience never forget experienced especially grateful dewi guide make trip something special
746,really great trip must want see orang utans wild sumatra gear tourism se asia prepare eat local etc
747,want see orangutan climb volcano view stun landscape beautiful samosir island trip bear mind order see need reasonable level fitness cover ground hilly jungle climb steep slope fit hesitate book trip
748,wonderful trip beat path lilik great guide good trip
749,tour visit bukit lawang berastagi lake toba worthwhile destination hotel food excellent sumatran people meet helpful
750,sumatra trip great want see wildlife especially gibbon orangutan overnight jungle trip difficult campsite basic unfortunately u unwell part trip coffee amaze uninitiated wonderful introduction indonesian cuisine
751,experience travel family get climb volcano saw orangutan wild could ask intrepid
752,excellent trip wonderful knowledgeable guide thank lili
753,awesome adventure totally recommend guide knowledgeable always available
754,experience sumatra difficult time real pleasure intrepid offer wonderful small group active tour comfortable lodge active day particular trip extensive drive awful road definitely detract overall experience especially give tight schedule might good focus two spot instead three less travel incorporate air travel
755,amaze trip wonderful bunch like mind fun traveller itinerary great include many wonderful activity course best see orangutan jungle
756,trip great see wild orangutan highlight well see wildlife trek good fun need moderately fit also cultural trip nice learn local live
757,tour provide wonderful introduction highlight north sumatra seeing orangutan wild learn batak people culture custom witness beauty lake toba definitely highlight lily also brilliant tour leader make sure itinerary ran smoothly everyone well look like hike nature trip
758,really good trip find north sumatra lot orangutan monkey plenty incredible scenery
759,amazing way see orangutan sumatra
760,trip give insight sumatra one would want stay longer
761,trip give insight sumatra one would want stay longer
762,enjoyable tour combination diverse itinerary excellent local knowledge interest cultural food experience make amazing tour great team people involve tour team leader dewi excellent
763,non strict vegetarian find trip amaze easy find food lilik attentive make sure food need look likely ate occasional shrimp paste chicken stock could avoid shopping differently
764,best trip ever amaze guide beautiful country take seasick pill get motion sickness rough windy road vegetariansvegans find plenty eat trouble river cross jungle definitely need either rubber shoe buy get right size type sandal love every minute
765,fantastic trip show u highlight beautiful sumatra every guide fantastic make trip wonderful especially main guide dewi recommend trip
766,trip excellent well organise good balance activity time guide brilliant number people trip right
767,lovely trip dewi excellent tourguide go jungle climb volcano really nice would recommend go even hiker could
768,price pay trip worth really nice experience like adventurous travel camp hikingtrekking one exceeded expectation would definitely recommend tour everyone
769,wonderful trip trek jungle beauty serenity lake toba lot
770,wonderful introduction sumatra jungle trek excellent saw heap wildlife include orangutan also much enjoy learn batak people culture berestagi lake toba spectacular pleasure lily group leader knowledgeable passionate
771,great tripsaw orangutan many specie monkey gibbon baboon
772,tour amaze see real indonesia like jungle trip could immagine would
773,great trip sumatra really enjoyed orangutan volcano walk would recommend anybody want experience something different
774,short trip felt beaten track take jungle orangutan volcanos tropical island like
775,trip lifetime sumatra naturally beautiful see incredible wildlife plus dogs cat everywhere perfect trip animal lover dewi leader go beyond make trip much fun could recommend lifelong memory
776,trip people location everything great jungle mt sibayak climb physical worth also long period bus traveller bond make every opportunity give trip
777,sumatra adventure truly adventure orangutan monkey jungle camp tent river climb top volcano eat much yummy local food fresh fruit mix local friendly people welcome u country open arm treat u like celebrity amaze
778,north sumatra magical perfect balance jungle geology culture lily wonderful guide experience
779,trip surpass expectation term organisation enjoyment accommodation lilly excellent care guide first experience intrepid would definitely go another intrepid trip result
780,truly eyeopening trip wonder sumatra get see orangutan close knowledgeable guide leader local guide
781,great trip get see orangutan really enjoyed volcano hike trip good mix learn local culture active definitely make interested rest sumatra one tip bring thickly woven sock leech sock insect repellant rain heavily night hike even guide say see many leech
782,sumatra adventure fastpaced active exciting way see beautiful island pack smart light good trekking shoe sense adventure medan bukit lawang hot mountain much cooler encourage try local food chat keen local high school student chase practice conversation take decent camera capture orangutans wild soak beautiful sumatra many variation
783,first trip intrepid last far exceed expectation wonderful leadership itinerary successful animal sighting due good guide choice accommodation make winner itinerary different activity also thoughtfully plan big thankyou
784,excellent tour beautiful country lilik tour leader amaze highlight spot orangutang
785,life change trip jungle volcano lake toba highlight tour leader lily truly excellent
786,amaze trip exceed expectation great combo culture nature activity good food trip leader dewi exceptional
